docid,title,body,url
wiki_000985_1,Socialism,"democratic polity that expands state intervention to include income redistribution, regulation, and a welfare state. The socialist political movement includes political philosophies that originated in the revolutionary movements of the mid-to-late 18th century and out of concern for the social problems that socialists associated with capitalism. By the late 19th century, after the work of Karl Marx and his collaborator Friedrich Engels, socialism had come to signify anti-capitalism and advocacy for a post-capitalist system based on some form of social ownership of the means of production. By the early 1920s, communism and social democracy had become the two dominant political tendencies within the international socialist movement, with socialism itself becoming the most influential secular movement of the 20th century. Many socialists also adopted the causes of other social movements, such as feminism, environmentalism, and progressivism. Although the emergence of the Soviet Union as the world's first nominally socialist state led to the widespread association of socialism with the Soviet economic model, the term has since shifted to be associated with democratic socialism. Academics sometimes recognised the mixed economies of several Western European and Nordic countries as ""democratic socialist"", although the system of these countries, with only limited social ownership (generally in the form of state ownership), is more usually described as social democracy. Following the revolutions of 1989, many of these countries moved away from socialism as a neoliberal consensus replaced the social democratic consensus in the advanced capitalist world. In parallel, many former socialist politicians and political parties embraced",https://en.wikipedia.org/wiki/Socialism
wiki_000986_2,Socialism,"""Third Way"" politics, remaining committed to equality and welfare while abandoning public ownership and class-based politics. Socialism experienced a resurgence in popularity in the 2010s due to the 2008 global financial crisis. Etymology According to Andrew Vincent, the word 'socialism' finds its root in the Latin sociare, which means to combine or to share. The related, more technical term in Roman and then medieval law was societas. This latter word could mean companionship and fellowship as well as the more legalistic idea of a consensual contract between freemen"". Initial use of socialism was claimed by Pierre Leroux, who alleged he first used the term in the Parisian journal Le Globe in 1832. Leroux was a follower of Henri de Saint-Simon, one of the founders of what would later be labelled utopian socialism. Socialism contrasted with the liberal doctrine of individualism that emphasized the moral worth of the individual while stressing that people act or should act as if they are in isolation from one another. The original utopian socialists condemned this doctrine of individualism for failing to address social concerns during the Industrial Revolution, including poverty, oppression, and vast wealth inequality. They viewed their society as harming community life by basing society on competition. They presented socialism as an alternative to liberal individualism based on the shared ownership of resources. Saint-Simon proposed economic planning, scientific administration and the application of scientific understanding to the organisation of society. By contrast, Robert Owen proposed to organise production and ownership via cooperatives. Socialism",https://en.wikipedia.org/wiki/Socialism
wiki_000987_3,Socialism,"is also attributed in France to Marie Roch Louis Reybaud while in Britain it is attributed to Owen, who became one of the fathers of the cooperative movement. The definition and usage of socialism settled by the 1860s, with the term socialist replacing associationist, co-operative, mutualist and collectivist, which had been used as synonyms, while the term communism fell out of use during this period. An early distinction between communism and socialism was that the latter aimed to only socialise production while the former aimed to socialise both production and consumption (in the form of free access to final goods). By 1888, Marxists employed socialism in place of communism as the latter had come to be considered an old-fashioned synonym for socialism. It was not until after the Bolshevik Revolution that socialism was appropriated by Vladimir Lenin to mean a stage between capitalism and communism. He used it to defend the Bolshevik program from Marxist criticism that Russia's productive forces were not sufficiently developed for communism. The distinction between communism and socialism became salient in 1918 after the Russian Social Democratic Labour Party renamed itself to the All-Russian Communist Party, interpreting communism specifically to mean socialists who supported the politics and theories of Bolshevism, Leninism and later that of Marxism–Leninism, although communist parties continued to describe themselves as socialists dedicated to socialism. According to The Oxford Handbook of Karl Marx, ""Marx used many terms to refer to a post-capitalist society—positive humanism, socialism, communism, realm of free individuality, free association of",https://en.wikipedia.org/wiki/Socialism
wiki_000988_4,Socialism,"producers, etc. He used these terms completely interchangeably. The notion that 'socialism' and 'communism' are distinct historical stages is alien to his work and only entered the lexicon of Marxism after his death"". In Christian Europe, communists were believed to have adopted atheism. In Protestant England, communism was too close to the Roman Catholic communion rite, hence socialist was the preferred term. Engels wrote that in 1848, when The Communist Manifesto was published, socialism was respectable in Europe while communism was not. The Owenites in England and the Fourierists in France were considered respectable socialists while working-class movements that ""proclaimed the necessity of total social change"" denoted themselves communists. This branch of socialism produced the communist work of Étienne Cabet in France and Wilhelm Weitling in Germany. British moral philosopher John Stuart Mill discussed a form of economic socialism within free market. In later editions of his Principles of Political Economy (1848), Mill posited that ""as far as economic theory was concerned, there is nothing in principle in economic theory that precludes an economic order based on socialist policies"" and promoted substituting capitalist businesses with worker cooperatives. While democrats looked to the Revolutions of 1848 as a democratic revolution which in the long run ensured liberty, equality, and fraternity, Marxists denounced it as a betrayal of working-class ideals by a bourgeoisie indifferent to the proletariat. History The history of socialism has its origins in the Age of Enlightenment and the 1789 French Revolution, along with the changes that brought, although",https://en.wikipedia.org/wiki/Socialism
wiki_000989_5,Socialism,"it has precedents in earlier movements and ideas. The Communist Manifesto was written by Karl Marx and Friedrich Engels in 1847–48 just before the Revolutions of 1848 swept Europe, expressing what they termed scientific socialism. In the last third of the 19th century parties dedicated to Democratic socialism arose in Europe, drawing mainly from Marxism. For a duration of one week in December 1899, the Australian Labor Party formed the first socialist government in the world when it was elected into power in the Colony of Queensland with Premier Anderson Dawson as its leader. 20th century In the first half of the 20th century, the Soviet Union and the communist parties of the Third International around the world, came to represent socialism in terms of the Soviet model of economic development and the creation of centrally planned economies directed by a state that owns all the means of production, although other trends condemned what they saw as the lack of democracy. The establishment of the People's Republic of China in 1949, saw socialism introduced. China established a self-sufficient and self-reliant economy that was state-led and focused on rapid industrialization. Other policies included land redistribution and the Anti-Rightist Movement, followed by the disastrous Great Leap Forward. In the UK, Herbert Morrison said that ""socialism is what the Labour government does"" whereas Aneurin Bevan argued socialism requires that the ""main streams of economic activity are brought under public direction"", with an economic plan and workers' democracy. Some argued that capitalism had been",https://en.wikipedia.org/wiki/Socialism
wiki_000990_0,Cubism,"Cubism is an early-20th-century avant-garde art movement which began in Paris. It revolutionized painting and the visual arts, and sparked artistic innovations in music, ballet, literature, and architecture. Cubist subjects are analyzed, broken up, and reassembled in an abstract form. Instead of depicting objects from a single perspective, the artist depicts the subject from multiple perspectives to represent the subject in a greater context. Cubism has been considered the most influential art movement of the 20th century. The term cubism is broadly associated with a variety of artworks produced in Paris (Montmartre and Montparnasse) or near Paris (Puteaux) during the 1910s and throughout the 1920s. The movement was pioneered in partnership by Pablo Picasso and Georges Braque, and joined by Jean Metzinger, Albert Gleizes, Robert Delaunay, Henri Le Fauconnier, Juan Gris, and Fernand Léger. One primary influence that led to Cubism was the representation of three-dimensional form in the late works of Paul Cézanne. A retrospective of Cézanne's paintings was held at the Salon d'Automne of 1904, current works were displayed at the 1905 and 1906 Salon d'Automne, followed by two commemorative retrospectives after his death in 1907. In France, offshoots of Cubism developed, including Orphism, abstract art and later Purism. The impact of Cubism was far-reaching and wide-ranging in the arts and in popular culture. Cubism introduced collage as a modern art form. In France and other countries Futurism, Suprematism, Dada, Constructivism, De Stijl and Art Deco developed in response to Cubism. Early Futurist paintings hold in common with",https://en.wikipedia.org/wiki/Cubism
wiki_000991_1,Cubism,"Cubism the fusing of the past and the present, the representation of different views of the subject pictured at the same time or successively, also called multiple perspective, simultaneity or multiplicity, while Constructivism was influenced by Picasso's technique of constructing sculpture from separate elements. Other common threads between these disparate movements include the faceting or simplification of geometric forms, and the association of mechanization and modern life. History Scholars have divided the history of Cubism into phases. In one scheme, the first phase of Cubism, known as Analytic Cubism, a phrase coined by Juan Gris a posteriori, was both radical and influential as a short but highly significant art movement between 1910 and 1912 in France. A second phase, Synthetic Cubism, is generally considered to run from about 1912 to 1914, characterised by simpler shapes and brighter colours, and experiments in texture and pattern, for example, using newspaper print and patterned paper. Synthetic Cubism remained vital until around 1919, when the Surrealist movement gained popularity. English art historian Douglas Cooper proposed another scheme, describing three phases of Cubism in his book, The Cubist Epoch. According to Cooper there was ""Early Cubism"", (from 1906 to 1908) when the movement was initially developed in the studios of Picasso and Braque; the second phase being called ""High Cubism"", (from 1909 to 1914) during which time Juan Gris emerged as an important exponent (after 1911); and finally Cooper referred to ""Late Cubism"" (from 1914 to 1921) as the last phase of Cubism as a",https://en.wikipedia.org/wiki/Cubism
wiki_000992_2,Cubism,"radical avant-garde movement. Douglas Cooper's restrictive use of these terms to distinguish the work of Braque, Picasso, Gris (from 1911) and Léger (to a lesser extent) implied an intentional value judgement. Proto-Cubism: 1907–1908 Cubism burgeoned between 1907 and 1911. Pablo Picasso's 1907 painting Les Demoiselles d'Avignon has often been considered a proto-Cubist work. In 1908, in his review of Georges Braque's exhibition at Kahnweiler's gallery, the critic Louis Vauxcelles called Braque a daring man who despises form, ""reducing everything, places and a figures and houses, to geometric schemas, to cubes"". Vauxcelles recounted how Matisse told him at the time, ""Braque has just sent in to the 1908 Salon d'Automne a painting made of little cubes"". The critic Charles Morice relayed Matisse's words and spoke of Braque's little cubes. The motif of the viaduct at l'Estaque had inspired Braque to produce three paintings marked by the simplification of form and deconstruction of perspective. Georges Braque's 1908 Houses at l'Estaque (and related works) prompted Vauxcelles, in Gil Blas, 25 March 1909, to refer to bizarreries cubiques (cubic oddities). Gertrude Stein referred to landscapes made by Picasso in 1909, such as Reservoir at Horta de Ebro, as the first Cubist paintings. The first organized group exhibition by Cubists took place at the Salon des Indépendants in Paris during the spring of 1911 in a room called 'Salle 41'; it included works by Jean Metzinger, Albert Gleizes, Fernand Léger, Robert Delaunay and Henri Le Fauconnier, yet no works by Picasso or Braque were exhibited.",https://en.wikipedia.org/wiki/Cubism
wiki_000993_3,Cubism,"By 1911 Picasso was recognized as the inventor of Cubism, while Braque's importance and precedence was argued later, with respect to his treatment of space, volume and mass in the L'Estaque landscapes. But ""this view of Cubism is associated with a distinctly restrictive definition of which artists are properly to be called Cubists,"" wrote the art historian Christopher Green: ""Marginalizing the contribution of the artists who exhibited at the Salon des Indépendants in 1911 [...]"" The assertion that the Cubist depiction of space, mass, time, and volume supports (rather than contradicts) the flatness of the canvas was made by Daniel-Henry Kahnweiler as early as 1920, but it was subject to criticism in the 1950s and 1960s, especially by Clement Greenberg. Contemporary views of Cubism are complex, formed to some extent in response to the ""Salle 41"" Cubists, whose methods were too distinct from those of Picasso and Braque to be considered merely secondary to them. Alternative interpretations of Cubism have therefore developed. Wider views of Cubism include artists who were later associated with the ""Salle 41"" artists, e.g., Francis Picabia; the brothers Jacques Villon, Raymond Duchamp-Villon and Marcel Duchamp, who beginning in late 1911 formed the core of the Section d'Or (or the Puteaux Group); the sculptors Alexander Archipenko, Joseph Csaky and Ossip Zadkine as well as Jacques Lipchitz and Henri Laurens; and painters such as Louis Marcoussis, Roger de La Fresnaye, František Kupka, Diego Rivera, Léopold Survage, Auguste Herbin, André Lhote, Gino Severini (after 1916), María Blanchard (after 1916),",https://en.wikipedia.org/wiki/Cubism
wiki_000994_4,Cubism,"and Georges Valmier (after 1918). More fundamentally, Christopher Green argues that Douglas Cooper's terms were ""later undermined by interpretations of the work of Picasso, Braque, Gris and Léger that stress iconographic and ideological questions rather than methods of representation."" John Berger said, ""The metaphorical model of Cubism is the diagram: The diagram being a visible symbolic representation of invisible processes, forces, structures. A diagram need not eschew certain aspects of appearance but these too will be treated as signs not as imitations or recreations."" Early Cubism: 1909–1914 There was a distinct difference between Kahnweiler's Cubists and the Salon Cubists. Prior to 1914, Picasso, Braque, Gris and Léger (to a lesser extent) gained the support of a single committed art dealer in Paris, Daniel-Henry Kahnweiler, who guaranteed them an annual income for the exclusive right to buy their works. Kahnweiler sold only to a small circle of connoisseurs. His support gave his artists the freedom to experiment in relative privacy. Picasso worked in Montmartre until 1912, while Braque and Gris remained there until after the First World War. Léger was based in Montparnasse. In contrast, the Salon Cubists built their reputation primarily by exhibiting regularly at the Salon d'Automne and the Salon des Indépendants, both major non-academic Salons in Paris. They were inevitably more aware of public response and the need to communicate. Already in 1910 a group began to form which included Metzinger, Gleizes, Delaunay and Léger. They met regularly at Henri le Fauconnier's studio near the boulevard du Montparnasse.",https://en.wikipedia.org/wiki/Cubism
wiki_000995_5,Cubism,"These soirées often included writers such as Guillaume Apollinaire and André Salmon. Together with other young artists, the group wanted to emphasise a research into form, in opposition to the Neo-Impressionist emphasis on color. Louis Vauxcelles, in his review of the 26th Salon des Indépendants (1910), made a passing and imprecise reference to Metzinger, Gleizes, Delaunay, Léger and Le Fauconnier as ""ignorant geometers, reducing the human body, the site, to pallid cubes."" At the 1910 Salon d'Automne, a few months later, Metzinger exhibited his highly fractured Nu à la cheminée (Nude), which was subsequently reproduced in both Du ""Cubisme"" (1912) and Les Peintres Cubistes (1913). The first public controversy generated by Cubism resulted from Salon showings at the Indépendants during the spring of 1911. This showing by Metzinger, Gleizes, Delaunay, le Fauconnier and Léger brought Cubism to the attention of the general public for the first time. Amongst the Cubist works presented, Robert Delaunay exhibited his Eiffel Tower, Tour Eiffel (Solomon R. Guggenheim Museum, New York). At the Salon d'Automne of the same year, in addition to the Indépendants group of Salle 41, were exhibited works by André Lhote, Marcel Duchamp, Jacques Villon, Roger de La Fresnaye, André Dunoyer de Segonzac and František Kupka. The exhibition was reviewed in the October 8, 1911 issue of The New York Times. This article was published a year after Gelett Burgess' The Wild Men of Paris, and two years prior to the Armory Show, which introduced astonished Americans, accustomed to realistic art, to",https://en.wikipedia.org/wiki/Cubism
wiki_000996_0,Palestine,"Palestine, officially the State of Palestine, is a country in West Asia. It encompasses the Israeli-occupied West Bank, including East Jerusalem, and the Gaza Strip, collectively known as the Palestinian territories, or occupied Palestinian territory. The territories share the vast majority of their borders with Israel, with the West Bank bordering Jordan to the east and the Gaza Strip bordering Egypt to the southwest. It has a total land area of 6,020 square kilometers (2,320 sq mi) while its population exceeds five million. Its proclaimed capital is Jerusalem, while Ramallah serves as its de facto administrative center. Gaza was its largest city prior to evacuations in 2023. Situated at a continental crossroad, the Palestine region was ruled by various empires and experienced various demographic changes from antiquity to the modern era. It was treading ground for the Nile and Mesopotamian armies and merchants from North Africa, China and India. The region has religious significance. The ongoing Israeli–Palestinian conflict dates back to the rise of the Zionist movement, supported by the United Kingdom during World War I. The war saw Britain occupying Palestine from the Ottoman Empire, where it set up Mandatory Palestine under the auspices of the League of Nations. Increased Jewish immigration led to intercommunal conflict between Jews and Palestinian Arabs, which escalated into a civil war in 1947 after a proposed partitioning by the United Nations was rejected by the Palestinians and other Arab nations. The 1948 Palestine war saw the forcible displacement of a majority of the",https://en.wikipedia.org/wiki/Palestine
wiki_000997_1,Palestine,"Arab population, and consequently the establishment of Israel; these events are referred to by Palestinians as the Nakba ('catastrophe'). In the Six-Day War in 1967, Israel occupied the West Bank and the Gaza Strip, which had been held by Jordan and Egypt respectively. The Palestine Liberation Organization (PLO) declared independence in 1988. In 1993, the PLO signed the Oslo Accords with Israel, creating limited PLO governance in the West Bank and Gaza Strip through the Palestinian Authority (PA). Israel withdrew from Gaza in its unilateral disengagement in 2005, but the territory is still considered to be under military occupation and has been blockaded by Israel. In 2007, internal divisions between political factions led to a takeover of Gaza by Hamas. Since then, the West Bank has been governed in part by the Fatah-led PA, while the Gaza Strip has remained under the control of Hamas. Israel has constructed large settlements in the occupied West Bank and East Jerusalem since 1967, which currently house more than 737,000 Israeli settlers, which are illegal under international law. In 2023, Hamas launched the October 7 attacks against Israel, citing Israel's blockade of Gaza, Israeli occupation, and violence against Palestinians. In response, Israel launched a military campaign in Gaza, which has caused large-scale loss of life, mass population displacement, a humanitarian crisis, and a famine in the Gaza Strip, and has committed genocide against the Palestinian people during its ongoing invasion and bombing of the Gaza Strip. Palestine is a permanent non-member observer state at",https://en.wikipedia.org/wiki/Palestine
wiki_000998_2,Palestine,"the United Nations (UN) and is recognized as a sovereign state by 157 of the UN's 193 member states. The questions of Palestine's borders, legal and diplomatic status of Jerusalem, and the right of return of Palestinian refugees remain unsolved. Some of the other challenges to Palestine include restrictions on movement, ineffective government and Israeli settlements and settler violence, as well as an overall poor security situation. Despite these challenges, the country maintains an emerging economy and sees frequent tourism. Arabic is the official language of the country. While the majority of Palestinians practice Islam, Christianity also has a presence. Palestine is also a member of several international organizations, including the Arab League and the Organization of Islamic Cooperation, UNESCO, and a delegation of parliamentarians sit at the Parliamentary Assembly of the Council of Europe. Etymology The term ""Palestine"" (in Latin, Palæstina) comes via ancient Greek from a Semitic toponym for the general area dating back to the late second millennium BCE, a reflex of which is also to be found in the Biblical ethnonym Philistines. The term ""Palestine"" has been used to refer to the area at the southeast corner of the Mediterranean Sea beside Syria. In the 5th century BCE, Herodotus, in his work The Histories, used the term to describe a ""district of Syria, called Palaistínē"" (Ancient Greek: Συρίη ἡ Παλαιστίνη καλεομένη), in which Phoenicians interacted with other maritime peoples. Currently, the terms ""Palestine"", ""State of Palestine"", and ""occupied Palestinian territory (oPt or OPT)"" are interchangeable depending",https://en.wikipedia.org/wiki/Palestine
wiki_000999_3,Palestine,"on context. Specifically, the term ""occupied Palestinian territory"" refers as a whole to the geographical area of the Palestinian territory occupied by Israel since 1967. Palestine can, depending on contexts, be referred to as a country or a state, and its authorities can generally be identified as the Government of Palestine. History From prehistory to the Ottoman era Rise of Palestinian nationalism Though Palestinian elites, in particular urban notable families who worked within the Ottoman bureaucracy, generally retained their loyalty to the Ottomans, they also played a significant role proportionately in the rise of Arab nationalism, and the Pan-Arabic movements that arose in response to both the emergence of the Young Turks movement and the subsequent weakening of Ottoman power in World War I. The onset of the Zionist movement, which sought to establish a Jewish homeland in Palestine, also exercised a strong influence on Palestinian national consciousness. Abdul Hamid, the last sultan of the Ottoman Empire to exert effective control over a fracturing state, opposed the Zionist movement's efforts in Palestine. The end of the Ottoman Empire's rule in Palestine coincided with the conclusion of World War I. The failure of Emir Faisal to establish a Greater Syria in the face of French and British colonial claims to the area, also shaped Palestinian elites' efforts to secure local autonomy. In the aftermath of the war, Palestine came under British control with the implementation of the British Mandate for Palestine in 1920. British Mandate The defeat of the Ottoman Empire",https://en.wikipedia.org/wiki/Palestine
wiki_001000_4,Palestine,"in World War I resulted in the dismantling of their rule. In 1920, the League of Nations granted Britain the mandate to govern Palestine, leading to the subsequent period of British administration. In 1917, Jerusalem was captured by British forces led by General Allenby, marking the end of Ottoman rule in the city. By 1920, tensions escalated between Jewish and Arab communities, resulting in violent clashes and riots across Palestine. The League of Nations approved the British Mandate for Palestine in 1922, entrusting Britain with the administration of the region. Throughout the 1920s, Palestine experienced growing resistance from both Jewish and Arab nationalist movements, which manifested in sporadic violence and protests against British policies. In 1929, violent riots erupted in Palestine due to disputes over Jewish immigration and access to the Western Wall in Jerusalem. The 1930s witnessed the outbreak of the Arab Revolt, as Arab nationalists demanded an end to Jewish immigration and the establishment of an independent Arab state. In response to the Arab Revolt, the British deployed military forces and implemented stringent security measures in an effort to quell the uprising. Arab nationalist groups, led by the Arab Higher Committee, called for an end to Jewish immigration and land sales to Jews. The issuance of the 1939 White Paper by the British government aimed to address escalating tensions between Arabs and Jews in Palestine. This policy document imposed restrictions on Jewish immigration and land purchases, with the intention to limit the establishment of a Jewish state. Met",https://en.wikipedia.org/wiki/Palestine
wiki_001001_5,Palestine,"with strong opposition from the Zionist movement, the White Paper was perceived as a betrayal of the Balfour Declaration and Zionist aspirations for a Jewish homeland. In response to the White Paper, the Zionist community in Palestine organized a strike in 1939, rallying against the restrictions on Jewish immigration and land acquisition. This anti-White Paper strike involved demonstrations, civil disobedience, and a shutdown of businesses. Supported by various Zionist organizations, including the Jewish Agency and the Histadrut (General Federation of Jewish Labor), the anti-White Paper strike aimed to protest and challenge the limitations imposed by the British government. In the late 1930s and 1940s, several Zionist militant groups, including the Irgun, Hagana, and Lehi, carried out acts of violence against British military and civilian targets in their pursuit of an independent Jewish state. Menachem Begin and Yitzhak Shamir, who later became Prime Ministers of Israel, were behind these terrorist attacks. In 1946, a bombing orchestrated by the Irgun at the King David Hotel in Jerusalem resulted in the deaths of 91 people, including British officials, civilians, and hotel staff. The Exodus 1947 incident unfolded when a ship carrying Jewish Holocaust survivors, who sought refuge in Palestine, was intercepted by the British navy, leading to clashes and the eventual deportation of the refugees back to Europe. During World War II, Palestine served as a strategically significant location for British military operations against Axis forces in North Africa. The Grand Mufti of Jerusalem, Haj Amin al-Husseini, collaborated with Nazi Germany while in",https://en.wikipedia.org/wiki/Palestine
wiki_001002_0,Bacteria,"Bacteria are ubiquitous, mostly free-living organisms often consisting of one biological cell. They constitute a large domain of prokaryotic microorganisms. Typically a few micrometres in length, bacteria were among the first life forms to appear on Earth, and are present in most of its habitats. Bacteria inhabit the air, soil, water, acidic hot springs, radioactive waste, and the deep biosphere of Earth's crust. Bacteria play a vital role in many stages of the nutrient cycle by recycling nutrients and the fixation of nitrogen from the atmosphere. The nutrient cycle includes the decomposition of dead bodies; bacteria are responsible for the putrefaction stage in this process. In the biological communities surrounding hydrothermal vents and cold seeps, extremophile bacteria provide the nutrients needed to sustain life by converting dissolved compounds, such as hydrogen sulphide and methane, to energy. Bacteria also live in mutualistic, commensal and parasitic relationships with plants and animals. Most bacteria have not been characterised and there are many species that cannot be grown in the laboratory. The study of bacteria is known as bacteriology, a branch of microbiology. Like all animals, humans carry vast numbers (approximately 1013 to 1014) of bacteria. Most are in the gut, though there are many on the skin. Most of the bacteria in and on the body are harmless or rendered so by the protective effects of the immune system, and many are beneficial, particularly the ones in the gut. However, several species of bacteria are pathogenic and cause infectious diseases, including cholera, syphilis,",https://en.wikipedia.org/wiki/Bacteria
wiki_001003_1,Bacteria,"anthrax, leprosy, tuberculosis, tetanus and bubonic plague. The most common fatal bacterial diseases are respiratory infections. Antibiotics are used to treat bacterial infections and are also used in farming, making antibiotic resistance a growing problem. Bacteria are important in sewage treatment and the breakdown of oil spills, the production of cheese and yogurt through fermentation, the recovery of gold, palladium, copper and other metals in the mining sector (biomining, bioleaching), as well as in biotechnology, and the manufacture of antibiotics and other chemicals. Once regarded as plants constituting the class Schizomycetes (""fission fungi""), bacteria are now classified as prokaryotes. Unlike cells of animals and other eukaryotes, bacterial cells contain circular chromosomes, do not contain a nucleus and rarely harbour membrane-bound organelles. Although the term bacteria traditionally included all prokaryotes, the scientific classification changed after the discovery in the 1990s that prokaryotes consist of two very different groups of organisms that evolved from an ancient common ancestor. These evolutionary domains are called Bacteria and Archaea. Unlike Archaea, bacteria contain ester-linked lipids in the cell membrane, possess elongation factors that are resistant to ADP-ribosylation by diphtheria toxin, use formylmethionine in protein synthesis initiation, and have numerous genetic differences, including a different 16S rRNA. Etymology The word bacteria ( ; sg.: bacterium) is the plural of the Neo-Latin bacterium, which is the romanisation of the Ancient Greek βακτήριον (baktḗrion), the diminutive of βακτηρία (baktēría), meaning 'staff' or 'cane', because the first ones to be discovered were rod-shaped. Knowledge of bacteria Although an estimated",https://en.wikipedia.org/wiki/Bacteria
wiki_001004_2,Bacteria,"43,000 species of bacteria have been named, most of them have never been studied. In fact, just 10 bacterial species account for half of all publications, whereas nearly 75% of all named bacteria have no academic research devoted to them. The best-studied species, Escherichia coli, has more than 300,000 studies published on it, but many of these papers likely use it only as a cloning vehicle to study other species, without providing any insight into its own biology. 90% of scientific studies on bacteria focus on less than 1% of species, mostly pathogenic bacteria relevant to human health. While E. coli is probably the best-studied bacterium, a quarter of its 4000 genes are poorly studied or remain uncharacterized. Some bacteria with minimal genomes (< 600 genes, e.g. Mycoplasma) usually have a large fraction of their genes functionally characterized, given that most of them are essential and conserved in many other species. Origin and early evolution The ancestors of bacteria were unicellular microorganisms that were the first forms of life to appear on Earth, about 4 billion years ago. For about 3 billion years, most organisms were microscopic, and bacteria and archaea were the dominant forms of life. Although bacterial fossils exist, such as stromatolites, their lack of distinctive morphology prevents them from being used to examine the history of bacterial evolution, or to date the time of origin of a particular bacterial species. However, gene sequences can be used to reconstruct the bacterial phylogeny, and these studies indicate that bacteria",https://en.wikipedia.org/wiki/Bacteria
wiki_001005_3,Bacteria,"diverged first from the archaeal/eukaryotic lineage. The most recent common ancestor (MRCA) of bacteria and archaea was probably a hyperthermophile that lived about 2.5 billion–3.2 billion years ago. The earliest life on land may have been bacteria some 3.22 billion years ago. Bacteria were also involved in the second great evolutionary divergence, that of the archaea and eukaryotes. Here, eukaryotes resulted from the entering of ancient bacteria into endosymbiotic associations with the ancestors of eukaryotic cells, which were themselves possibly related to the Archaea. This involved the engulfment by proto-eukaryotic cells of alphaproteobacterial symbionts to form either mitochondria or hydrogenosomes, which are still found in all known Eukarya (sometimes in highly reduced form, e.g. in species of amitochondrial protozoa). Later, some eukaryotes that already contained mitochondria also engulfed cyanobacteria-like organisms, leading to the formation of chloroplasts in algae and plants. This is known as primary endosymbiosis. Habitat Bacteria are ubiquitous, living in every possible habitat on the planet including soil, underwater, deep in Earth's crust and even such extreme environments as acidic hot springs and radioactive waste. There are thought to be approximately 2×1030 bacteria on Earth, forming a biomass that is only exceeded by plants. They are abundant in lakes and oceans, in arctic ice, and geothermal springs where they provide the nutrients needed to sustain life by converting dissolved compounds, such as hydrogen sulphide and methane, to energy. They live on and in plants and animals. Most do not cause diseases, are beneficial to their environments, and are",https://en.wikipedia.org/wiki/Bacteria
wiki_001006_4,Bacteria,"essential for life. The soil is a rich source of bacteria and a few grams contain around a thousand million of them. They are all essential to soil ecology, breaking down toxic waste and recycling nutrients. They are even found in the atmosphere and one cubic metre of air holds around one hundred million bacterial cells. The oceans and seas harbour around 3 × 1026 bacteria which provide up to 50% of the oxygen humans breathe. Only around 2% of bacterial species have been fully studied. Morphology Size. Bacteria display a wide diversity of shapes and sizes. Bacterial cells are about one-tenth the size of eukaryotic cells and are typically 0.5–5.0 micrometres in length. However, a few species are visible to the unaided eye—for example, Thiomargarita namibiensis is up to half a millimetre long, Epulopiscium fishelsoni reaches 0.7 mm, and Thiomargarita magnifica can reach even 2 cm in length, which is 50 times larger than other known bacteria. Among the smallest bacteria are members of the genus Mycoplasma, which measure only 0.3 micrometres, as small as the largest viruses. Some bacteria may be even smaller, but these ultramicrobacteria are not well-studied. Shape. Most bacterial species are either spherical, called cocci (singular coccus, from Greek kókkos, grain, seed), or rod-shaped, called bacilli (sing. bacillus, from Latin baculus, stick). Some bacteria, called vibrio, are shaped like slightly curved rods or comma-shaped; others can be spiral-shaped, called spirilla, or tightly coiled, called spirochaetes. A small number of other unusual shapes have been described,",https://en.wikipedia.org/wiki/Bacteria
wiki_001007_5,Bacteria,"such as star-shaped bacteria. This wide variety of shapes is determined by the bacterial cell wall and cytoskeleton and is important because it can influence the ability of bacteria to acquire nutrients, attach to surfaces, swim through liquids and escape predators. Multicellularity. Most bacterial species exist as single cells; others associate in characteristic patterns: Neisseria forms diploids (pairs), streptococci form chains, and staphylococci group together in ""bunch of grapes"" clusters. Bacteria can also group to form larger multicellular structures, such as the elongated filaments of Actinomycetota species, the aggregates of Myxobacteria species, and the complex hyphae of Streptomyces species. These multicellular structures are often only seen in certain conditions. For example, when starved of amino acids, myxobacteria detect surrounding cells in a process known as quorum sensing, migrate towards each other, and aggregate to form fruiting bodies up to 500 micrometres long and containing approximately 100,000 bacterial cells. In these fruiting bodies, the bacteria perform separate tasks; for example, about one in ten cells migrate to the top of a fruiting body and differentiate into a specialised dormant state called a myxospore, which is more resistant to drying and other adverse environmental conditions. Biofilms. Bacteria often attach to surfaces and form dense aggregations called biofilms and larger formations known as microbial mats. These biofilms and mats can range from a few micrometres in thickness to up to half a metre in depth, and may contain multiple species of bacteria, protists and archaea. Bacteria living in biofilms display a complex arrangement",https://en.wikipedia.org/wiki/Bacteria
